EREIGNISJAHR_N;Bezirk;1_F;1_M;2_F;2_M;3_F;3_M;4_F;4_M;5_F;5_M;6_F;6_M;7_F;7_M;8_F;8_M;9_F;9_M;10_F;10_M;11_F;11_M;12_F;12_M;13_F;13_M;14_F;14_M;15_F;15_M;16_F;16_M;17_F;17_M;18_F;18_M;19_F;19_M;20_F;20_M
2013;2104;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;1;NA;3;2;6;2;5;7;13;12;22;14;30;20;36;38;53;46;48;81;44;78;33;38;14
2013;2105;1;NA;NA;NA;NA;NA;NA;NA;1;2;1;2;1;2;2;3;5;7;5;12;7;23;17;30;19;34;29;44;35;63;64;76;78;89;148;98;127;54;80;23
2013;2106;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;1;5;NA;3;4;10;6;12;15;13;16;21;20;29;39;33;63;39;50;31;31;10
2013;2107;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;1;NA;1;3;NA;3;3;3;8;6;7;7;7;7;3;9;5;7;1
2013;2108;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;1;NA;NA;1;2;NA;2;2;1;2;5;1;2;1;8;7;6;5;5;3;2
2013;2221;NA;NA;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;1;2;1;2;5;1;4;1;6;5;8;5;9;5;13;8;19;21;25;33;25;32;30;22;19;14;4
2013;2222;2;1;NA;NA;NA;NA;NA;1;NA;2;NA;1;NA;4;1;NA;NA;1;6;5;4;5;2;11;3;15;14;18;8;14;16;17;20;31;27;25;37;13;11;4
2013;2223;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;1;1;1;1;3;5;2;1;6;2;4;1;17;5;13;13;14;11;20;30;11;22;9;9;5
2013;2224;1;1;1;1;NA;NA;NA;3;NA;2;NA;2;2;2;2;3;NA;4;4;5;6;11;9;16;12;18;18;27;16;29;32;42;65;51;84;66;72;41;35;10
2013;2225;5;7;NA;NA;NA;NA;NA;1;NA;4;NA;4;2;NA;2;4;5;8;5;12;14;19;16;30;18;41;27;42;41;42;52;55;95;107;162;84;133;58;72;16
2013;2226;1;NA;NA;NA;NA;NA;1;1;NA;NA;1;1;NA;1;3;3;3;4;2;2;2;12;6;12;7;10;14;29;17;17;19;15;39;36;66;39;64;43;41;7
2013;2227;NA;2;NA;NA;NA;NA;1;1;NA;1;1;1;NA;1;NA;1;2;6;8;7;NA;6;6;4;12;10;13;25;16;32;26;36;34;55;60;41;72;38;38;10
2013;2228;4;2;NA;NA;NA;NA;1;1;NA;NA;NA;2;2;1;1;1;2;1;6;5;6;7;6;5;5;11;17;16;22;23;12;36;24;35;48;24;42;27;26;7
2013;2229;NA;3;NA;1;NA;NA;NA;NA;NA;1;NA;2;1;1;1;2;3;8;3;5;4;3;7;10;11;11;16;15;12;20;18;24;39;30;51;32;44;18;30;5
2013;2230;2;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;NA;NA;2;4;2;1;NA;4;4;11;6;14;16;26;19;32;17;30;42;44;46;47;101;52;66;48;57;12
2013;2301;1;NA;NA;NA;NA;NA;NA;2;1;NA;NA;1;NA;3;NA;1;2;4;1;2;1;3;4;5;3;5;9;14;8;13;13;13;23;21;32;23;23;11;13;1
2013;2302;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;1;1;1;2;1;1;3;3;2;7;3;7;7;6;4;13;14;15;26;19;32;10;10;11;3;NA
2013;2303;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;2;NA;NA;NA;NA;1;2;1;4;NA;3;2;3;1;10;2;10;8;8;10;12;14;13;9;6;3;1
2013;2304;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;2;NA;2;2;NA;6;1;3;2;2;5;8;5;9;9;1;NA;1
2013;2305;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;2;1;NA;NA;2;2;6;1;6;4;8;7;4;4;6;12;17;8;10;12;3;1;4
2013;2306;NA;1;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;1;NA;1;1;NA;2;2;6;2;9;6;4;4;9;7;4;14;12;9;6;4;1
2013;2307;2;1;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;1;2;1;NA;1;4;2;4;1;3;1;5;9;10;11;11;7;20;9;16;23;34;26;23;37;25;13;1
2013;2308;NA;2;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;1;4;2;2;8;2;7;1;5;4;14;7;12;9;10;14;22;29;22;23;20;22;11;10;5
2013;2309;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;1;NA;1;2;3;1;5;4;8;3;5;7;8;11;12;2;7;5;2
2013;2310;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;1;NA;2;2;7;2;1;2;6;1;6;7;7;9;15;12;2;11;5;7;2
2013;2311;1;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;1;NA;2;NA;5;2;NA;5;2;3;12;5;9;7;13;10;31;26;28;27;24;46;26;36;13;10;7
2013;2312;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;3;NA;1;1;4;1;1;8;1;5;10;4;7;14;18;10;16;20;20;29;27;41;30;37;20;19;5
2013;2313;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;1;NA;NA;NA;1;NA;1;3;4;4;NA;6;5;11;3;11;7;12;15;17;27;18;23;17;30;8;3;4
2013;2407;1;5;NA;NA;NA;NA;2;2;2;1;NA;NA;NA;2;3;2;5;4;3;11;6;5;9;13;17;19;17;41;30;44;33;49;54;57;105;72;91;54;40;13
2013;2408;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;1;NA;1;1;1;3;4;2;2;3;3;5;5;3;6;6;4;15;13;5;7;4;4
2013;2409;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;3;NA;1;2;1;1;2;2;1;3;1;5;2;1;5;15;8;16;11;9;9;11;6;4
2013;2410;1;2;NA;NA;NA;NA;NA;NA;NA;2;1;1;2;NA;1;NA;2;5;NA;4;NA;7;3;13;8;16;11;12;16;21;30;36;52;43;66;53;63;38;23;7
2013;2501;4;6;1;NA;1;NA;NA;1;1;2;2;8;1;2;6;5;5;9;12;13;16;19;17;38;32;39;30;55;46;60;58;73;110;86;164;103;162;88;113;28
2013;2502;NA;2;NA;NA;NA;NA;NA;1;1;1;NA;1;1;1;1;NA;3;1;5;6;9;2;5;3;6;10;12;25;16;16;13;26;36;39;66;42;66;31;35;12
2013;2503;4;3;NA;NA;1;NA;NA;NA;NA;2;NA;1;1;1;1;5;2;NA;3;12;9;12;8;12;13;21;18;18;19;46;25;32;40;48;60;36;48;26;36;13
2013;2504;1;2;NA;NA;NA;NA;NA;1;NA;1;NA;2;1;2;3;3;3;3;2;8;9;9;11;8;10;22;17;44;33;36;30;46;57;54;76;66;79;48;65;14
2013;2601;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;2;NA;NA;NA;2;3;NA;NA;2;1;2;9;3;2;8;8;14;10;13;14;22;17;22;26;17;25;13;10;2
2013;2602;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;3;2;3;1;6;2;5;2;4;3;11;10;9;9;7;NA;3
2013;2603;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;1;3;1;1;3;8;1;9;3;7;4;12;6;18;12;17;18;27;27;24;24;15;14;6
2014;101;NA;1;NA;NA;2;NA;NA;1;NA;1;NA;1;2;1;NA;1;3;1;2;6;3;4;1;4;9;7;15;12;13;18;4;22;22;24;19;22;28;13;11;1
2014;102;1;NA;NA;2;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;1;4;2;NA;6;8;6;5;8;7;13;19;25;22;17;21;15;4;NA
2014;103;2;7;NA;NA;NA;NA;2;1;NA;NA;3;2;1;2;1;2;2;9;4;5;13;18;8;24;14;26;18;49;27;47;40;48;58;67;92;70;69;44;33;9
2014;104;2;2;NA;NA;NA;1;NA;2;NA;1;NA;4;1;2;1;1;1;4;4;2;2;13;7;12;9;16;19;23;15;30;18;39;28;29;47;29;39;12;15;3
2014;105;1;4;NA;NA;1;NA;NA;NA;NA;1;1;1;1;1;2;2;1;2;6;9;3;7;15;7;8;16;13;31;19;30;31;35;53;46;70;57;53;32;32;8
2014;106;3;8;NA;NA;1;NA;NA;NA;1;NA;1;1;1;1;3;2;2;4;7;7;4;13;10;20;13;22;12;27;31;39;44;51;80;69;100;65;102;48;41;19
2014;107;4;2;NA;1;NA;NA;1;2;NA;NA;1;NA;1;1;NA;2;2;4;3;6;8;7;16;10;9;17;24;22;30;34;32;49;64;68;117;77;103;66;47;14
2014;108;NA;1;NA;NA;NA;NA;NA;NA;2;NA;NA;1;1;1;2;2;NA;1;2;2;3;7;5;5;7;8;8;22;15;19;27;27;31;27;31;25;29;16;22;2
2014;109;3;3;NA;NA;NA;NA;NA;1;1;NA;2;3;2;1;1;2;1;5;10;7;9;11;14;13;9;19;34;33;32;34;53;59;65;70;80;61;59;35;26;10
2014;110;2;8;NA;NA;NA;NA;NA;NA;NA;1;NA;3;2;1;4;2;2;12;3;4;14;22;12;21;16;34;30;39;33;56;58;81;101;97;161;100;119;68;47;11
2014;111;6;3;NA;NA;NA;1;1;NA;1;2;1;1;NA;1;1;2;2;6;5;4;6;13;8;17;9;17;25;29;25;41;46;39;49;64;67;50;61;37;25;11
2014;112;11;15;1;1;NA;NA;1;NA;2;2;2;8;4;6;7;18;6;20;15;26;21;39;40;65;51;77;80;104;89;137;156;156;286;249;444;268;470;213;235;63
2014;241;1;1;NA;NA;NA;NA;1;1;NA;1;NA;1;2;1;3;1;2;2;2;1;8;7;3;12;12;15;19;27;23;33;13;34;49;52;53;42;41;22;17;9
2014;242;NA;2;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;2;NA;5;6;4;9;9;9;8;14;13;23;18;51;33;46;41;61;88;80;139;92;105;47;50;19
2014;243;NA;1;NA;NA;NA;NA;NA;1;NA;1;NA;1;2;2;2;NA;1;2;5;6;2;3;2;16;8;21;16;35;11;29;21;40;45;43;70;55;46;20;22;9
2014;244;2;1;NA;NA;NA;1;NA;NA;NA;1;2;1;NA;NA;2;3;1;3;4;6;4;4;9;11;10;17;12;25;19;26;27;43;64;62;99;73;77;47;39;20
2014;245;3;2;NA;NA;NA;1;NA;1;NA;1;NA;1;1;2;1;2;1;4;2;7;8;7;9;17;8;27;18;42;17;54;26;43;65;76;100;81;95;54;45;17
2014;246;12;3;NA;1;1;1;NA;2;3;4;2;1;4;10;6;10;11;15;16;31;19;48;41;61;72;94;89;125;109;163;171;164;327;262;450;267;423;229;207;75
2014;247;2;3;NA;NA;NA;NA;2;2;NA;NA;NA;4;1;2;2;6;1;3;NA;10;6;10;16;14;9;26;28;37;30;47;48;55;64;70;108;79;100;64;68;26
2014;248;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;2;2;NA;NA;NA;NA;6;1;6;3;7;2;7;16;10;24;11;20;13;11;2
2014;249;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;2;1;1;2;4;4;6;6;4;8;10;15;16;12;19;21;31;44;36;42;44;39;17;21;9
2014;250;NA;2;NA;NA;NA;NA;1;NA;NA;1;NA;2;NA;2;1;1;3;1;1;4;3;4;9;5;10;5;9;25;19;16;22;24;39;41;54;40;54;24;25;6
2014;311;4;1;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;4;NA;2;1;3;2;3;8;9;12;8;16;14;22;31;43;49;33;73;43;103;57;90;45;46;9
2014;312;2;NA;NA;NA;NA;NA;NA;1;3;NA;NA;2;1;1;3;1;4;3;3;6;3;17;16;11;10;19;13;25;23;35;29;41;56;70;84;65;55;36;32;9
2014;313;NA;NA;NA;NA;NA;NA;NA;1;NA;1;2;3;2;2;NA;NA;3;1;3;2;3;9;8;13;3;15;9;13;16;27;22;30;46;44;63;40;59;28;26;11
2014;314;3;2;NA;NA;NA;NA;NA;NA;1;1;NA;2;NA;NA;NA;NA;1;3;4;5;3;8;3;9;5;9;8;21;15;28;23;31;42;32;49;38;47;24;12;5
2014;315;NA;3;NA;NA;NA;NA;NA;NA;NA;1;NA;3;1;NA;NA;1;NA;1;2;2;2;7;2;11;4;12;6;9;8;12;15;34;28;26;44;32;33;12;22;5
2014;316;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;1;1;1;3;NA;3;1;NA;4;3;5;1;6;5;9;7;10;9;14;15;17;23;16;14;8;9;2
2014;400;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;2;1;2;2;1;3;5;2;7;1;8;4;10;15;18;14;18;22;33;36;33;37;23;15;4
2014;501;NA;3;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;3;1;NA;2;2;2;3;4;8;2;9;3;6;12;15;7;14;10;4;3;NA
2014;502;NA;2;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;2;NA;1;NA;NA;1;1;2;NA;1;3;NA;1;3;NA
2014;503;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;NA;3;1;4;2;1;2;4;2;9;9;5;9;10;17;18;20;15;24;9;8;3
2014;504;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;2;NA;2;1;4;3;2;1;1;2;3;5;8;NA;11;13;8;8;5;4;1
2014;505;1;5;NA;NA;NA;NA;NA;1;1;2;NA;1;NA;NA;NA;NA;NA;NA;1;2;4;6;4;4;2;10;7;13;13;16;8;21;11;26;20;25;21;11;11;3
2014;506;NA;1;NA;1;2;1;NA;1;1;NA;1;1;NA;1;NA;2;2;2;3;4;3;7;4;9;5;14;6;12;10;17;17;25;34;50;52;37;41;21;17;4
2014;600;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;1;NA;NA;1;NA;4;1;3;1;10;1;5;5;14;7;13;12;13;22;18;21;26;32;12;17;11
2014;700;NA;1;NA;2;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;2;2;1;2;2;4;8;8;10;4;7;4;20;10;16;12;19;18;26;28;26;24;22;10;4
2014;800;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;1;NA;3;NA;1;3;5;4;5;8;7;13;13;14;18;18;17;28;31;48;40;33;26;22;6
2014;900;1;4;NA;NA;1;NA;NA;3;NA;1;NA;2;2;1;1;4;3;4;4;4;9;19;9;15;14;24;13;24;24;49;41;34;64;68;86;69;63;32;32;10
2014;1001;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;2;2;1;1;NA;2;NA;3;6;5;5;7;14;10;7;9;8;15;16;26;16;13;4;3
2014;1002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;NA;2;2;NA;5;4;3;1;6;NA;7;5;9;10;8;4;11;22;20;9;10;7;2
2014;1003;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;2;1;2;1;3;6;4;2;5;2;13;10;17;11;21;6;21;35;36;34;31;32;26;27;8
2014;1004;3;1;NA;NA;1;NA;1;1;NA;NA;1;NA;1;3;1;4;3;7;3;8;10;12;12;24;9;16;16;27;20;33;32;49;56;50;82;51;61;34;23;9
2014;1005;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;1;NA;1;NA;NA;2;3;NA;3;3;6;4;9;4;11;8;14;5;13;24;11;30;22;29;11;13;3
2014;1006;3;2;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;1;3;2;3;4;5;3;4;3;13;7;12;14;14;20;18;22;27;41;21;20;18;12;3
2014;1007;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;2;1;1;4;4;2;NA;9;4;4;6;11;15;10;13;5;13;8;1;3
2014;1101;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;1;1;NA;NA;2;1;6;1;4;2;6;4;11;6;4;2;8;10;13;13;10;8;7;4;2
2014;1102;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;1;2;1;NA;NA;2;2;6;6;13;6;7;10;12;15;10;17;2;7;3
2014;1103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;1;1;3;1;4;NA;3;2;6;8;8;5;3;8;1;2;3
2014;1104;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;3;1;3;3;NA;3;5;4;5;3;8;12;10;8;11;14;13;7;16;7;6;4
2014;1105;2;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;1;NA;NA;NA;2;NA;5;1;2;4;1;3;6;5;8;9;4;18;14;17;22;19;15;18;13;18;8;3
2014;1106;NA;1;NA;NA;1;NA;NA;NA;NA;2;NA;1;NA;NA;NA;1;2;4;3;3;5;9;7;8;8;15;12;22;24;30;22;15;45;34;45;30;50;23;16;5
2014;1107;1;1;NA;NA;NA;NA;NA;1;1;NA;NA;3;1;NA;NA;1;1;NA;NA;3;3;6;6;8;5;12;9;22;12;18;22;39;28;40;58;38;52;19;23;8
2014;1108;2;NA;NA;NA;NA;NA;NA;NA;1;NA;2;1;1;3;NA;NA;2;3;5;3;4;10;3;12;7;8;8;25;18;22;21;33;41;42;49;36;51;23;21;8
2014;1109;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;1;NA;NA;1;1;1;NA;1;4;1;3;1;NA;6;3;8;4;7;8;10;10;12;23;15;20;8;15;3
2014;1110;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;1;NA;1;1;NA;NA;1;2;4;1;1;NA;5;NA;3;3;8;7;9;10;12;13;8;10;8;5;NA
2014;1200;5;5;NA;NA;NA;NA;1;2;NA;2;2;1;3;6;NA;7;7;10;13;20;16;30;23;36;33;51;46;61;78;97;115;122;169;147;272;166;267;114;155;40
2014;1301;2;4;NA;NA;NA;NA;1;NA;NA;NA;NA;1;1;3;5;2;2;3;7;4;9;13;17;24;17;27;35;45;71;66;62;86;110;143;154;137;159;80;61;31
2014;1302;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;2;1;1;NA;2;2;1;4;2;4;4;6;1;6;8;12;9;10;22;21;24;2;3;2
2014;1303;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;NA;NA;1;1;4;2;8;8;9;7;9;10;19;16;23;26;26;32;40;43;32;46;23;29;8
2014;1304;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;4;2;NA;3;8;6;10;9;8;8;20;9;7;18;26;35;23;29;14;15;4
2014;1305;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;2;NA;2;NA;1;2;1;1;2;2;4;7;1;5;5;4;6;6;13;12;6;17;11;7;1
2014;1400;2;2;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;2;NA;3;3;NA;3;7;7;8;9;15;15;24;15;27;25;33;36;49;64;65;95;73;98;34;40;8
2014;1501;1;1;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;1;NA;1;1;2;2;2;1;6;3;10;5;9;8;12;16;14;15;17;23;22;18;21;6;5
2014;1502;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;2;2;2;2;4;2;6;8;10;14;11;17;10;21;7;10;3
2014;1503;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;1;1;1;2;NA;NA;2;7;2;7;2;5;7;11;6;11;9;10;17;7;5;2
2014;1600;2;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;NA;NA;NA;NA;NA;2;1;1;2;2;NA;2;NA;4;4;5;3;5;5;6;19;14;22;8;5;5;10;1
2014;1721;3;3;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;1;6;1;1;2;6;4;10;10;12;10;18;18;27;26;33;44;38;42;52;71;73;116;90;124;52;59;15
2014;1722;1;NA;NA;1;NA;1;NA;NA;1;1;NA;NA;1;1;1;1;1;4;4;2;1;2;5;4;8;8;8;15;12;17;11;36;27;27;37;32;42;17;15;9
2014;1723;2;4;NA;NA;NA;2;NA;1;NA;NA;1;2;NA;2;1;2;1;1;3;10;9;12;8;12;11;19;18;26;11;29;32;34;46;32;66;34;51;26;34;6
2014;1724;NA;1;NA;1;NA;NA;NA;1;NA;1;1;NA;NA;1;NA;4;NA;NA;1;3;NA;3;4;3;5;11;2;16;13;12;16;14;18;25;36;22;25;10;12;2
2014;1725;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;1;2;1;2;8;10;7;13;15;11;10;19;12;17;25;21;38;18;23;20;16;3
2014;1726;NA;2;NA;NA;NA;NA;NA;1;1;NA;NA;NA;2;1;NA;NA;NA;2;4;3;6;10;4;5;9;9;10;21;17;19;25;32;38;36;45;35;38;21;16;3
2014;1727;NA;NA;NA;NA;1;NA;NA;NA;NA;1;1;1;1;2;NA;NA;3;5;3;2;3;6;6;11;3;6;10;20;6;25;20;32;38;39;32;34;30;23;15;5
2014;1728;1;3;NA;NA;NA;NA;1;NA;2;NA;1;1;NA;1;1;3;3;2;3;3;4;8;5;18;9;8;15;32;16;20;31;51;50;51;51;40;46;31;22;10
2014;1841;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;1;1;1;3;6;5;2;1;4;5;9;4;11;8;12;5;1;1
2014;1842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;2;NA;3;2;3;NA;1;2;4;5;5;11;6;5;3;6;NA
2014;1843;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;1;1;2;1;NA;3;3;3;3;1;3;6;8;4;10;5;13;7;4;3
2014;1844;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;1;5;2;1;1;3;3;5;2;6;7;10;4;10;10;7;21;9;18;8;4;3
2014;1845;1;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;1;2;3;2;2;4;3;10;9;15;13;11;17;14;12;15;11;6;6;3
2014;1846;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;3;NA;3;3;4;3;6;3;8;9;6;8;13;13;9;17;6;8;1
2014;1847;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;3;2;3;NA;6;1;5;4;5;9;8;7;6;11;3;7;NA
2014;1848;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;5;6;5;9;7;9;18;13;15;15;12;17;37;24;26;51;32;47;20;21;3
2014;1849;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;5;2;5;2;4;4;8;7;12;7;11;19;15;33;26;31;15;9;4
2014;1850;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;3;2;2;2;3;NA;5;3;17;6;6;8;9;19;19;25;23;31;11;12;4
2014;1851;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;3;NA;NA;NA;2;2;2;3;2;1;9;4;10;5;8;7;8;13;10;9;8;4;NA
2014;1901;NA;4;NA;NA;NA;NA;NA;NA;NA;1;1;NA;1;NA;NA;1;1;3;7;4;5;10;4;8;6;15;11;26;11;29;25;34;48;51;69;53;60;37;32;11
2014;1902;2;7;1;NA;NA;NA;NA;NA;NA;1;NA;2;NA;NA;2;6;3;6;3;5;14;15;8;22;18;19;26;41;31;51;57;65;68;90;96;72;94;44;38;15
2014;1903;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;2;2;1;6;1;8;5;9;8;11;9;17;9;26;15;22;27;23;42;41;47;38;27;19;11;4
2014;1904;1;4;NA;NA;NA;NA;1;1;NA;1;NA;1;1;1;NA;NA;NA;NA;1;3;3;3;3;7;3;6;15;10;15;10;17;21;32;30;27;30;38;15;19;6
2014;1905;2;1;NA;NA;NA;NA;NA;NA;NA;1;NA;2;NA;NA;NA;NA;NA;2;2;2;5;4;2;8;8;10;10;14;13;25;13;14;29;32;45;28;42;13;9;3
2014;1906;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;2;3;1;1;1;4;2;4;5;3;6;6;16;6;12;8;10;12;18;19;18;21;11;7;1
2014;1907;2;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;1;1;4;1;3;1;3;1;1;5;10;6;11;5;17;10;18;14;25;32;34;53;29;37;21;19;9
2014;1908;1;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;1;1;2;NA;1;2;1;2;1;2;3;5;3;3;10;5;16;3;14;13;18;20;15;14;6;6;3
2014;1909;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;NA;1;NA;NA;2;1;2;1;5;6;2;5;5;9;6;13;19;9;18;17;23;18;25;38;40;27;20;11;3
2014;1910;2;6;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;3;NA;2;1;1;4;3;6;5;17;13;17;11;32;10;29;36;30;43;51;65;46;56;32;26;8
2014;1911;1;NA;NA;NA;NA;NA;2;NA;NA;1;1;NA;NA;1;1;NA;1;2;1;4;1;3;4;4;4;8;8;14;7;7;8;22;31;15;30;16;22;12;10;3
2014;2011;NA;4;NA;NA;NA;NA;NA;NA;1;1;NA;1;NA;2;1;NA;2;NA;2;1;2;5;3;16;4;13;7;24;14;19;28;30;34;50;66;38;59;26;25;13
2014;2012;NA;1;NA;NA;NA;NA;1;3;NA;1;NA;NA;1;NA;1;2;2;5;4;2;4;9;6;10;9;16;8;26;18;19;22;29;40;36;56;36;41;27;17;6
2014;2013;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;3;1;4;3;2;3;10;4;8;4;10;9;15;16;18;23;31;32;27;21;19;13;8
2014;2014;NA;2;NA;NA;NA;1;NA;2;NA;1;NA;2;NA;NA;NA;NA;2;3;1;1;3;4;3;9;6;19;9;11;14;13;14;11;30;16;26;26;38;14;13;3
2014;2015;1;2;NA;NA;NA;NA;2;1;1;NA;1;2;NA;2;1;3;1;7;2;3;2;9;3;8;7;10;4;17;11;24;21;23;31;38;50;33;39;19;17;11
